facility_id,period,drug_id,opening_stock,resupply_units,consumption,closing_stock,stockout_flag
PKM-018,2025-11-01,OBT-007,3,0,2,1,False
PKM-018,2025-12-01,OBT-007,4,3,2,2,False
PKM-018,2023-01-01,OBT-008,9,0,0,9,False
PKM-018,2023-02-01,OBT-008,9,0,0,9,False
PKM-018,2023-03-01,OBT-008,9,0,0,9,False
PKM-018,2023-04-01,OBT-008,9,0,0,9,False
PKM-018,2023-05-01,OBT-008,9,0,0,9,False
PKM-018,2023-06-01,OBT-008,9,0,9,0,True
PKM-018,2023-07-01,OBT-008,40,40,0,40,False
PKM-018,2023-08-01,OBT-008,40,0,0,40,False
PKM-018,2023-09-01,OBT-008,40,0,0,40,False
PKM-018,2023-10-01,OBT-008,40,0,0,40,False
PKM-018,2023-11-01,OBT-008,40,0,0,40,False
PKM-018,2023-12-01,OBT-008,40,0,0,40,False
PKM-018,2024-01-01,OBT-008,40,0,0,40,False
PKM-018,2024-02-01,OBT-008,40,0,22,18,False
PKM-018,2024-03-01,OBT-008,44,26,0,44,False
PKM-018,2024-04-01,OBT-008,44,0,0,44,False
PKM-018,2024-05-01,OBT-008,44,0,0,44,False
PKM-018,2024-06-01,OBT-008,44,0,0,44,False
PKM-018,2024-07-01,OBT-008,44,0,0,44,False
PKM-018,2024-08-01,OBT-008,44,0,0,44,False
PKM-018,2024-09-01,OBT-008,44,0,0,44,False
PKM-018,2024-10-01,OBT-008,44,0,0,44,False
PKM-018,2024-11-01,OBT-008,44,0,0,44,False
PKM-018,2024-12-01,OBT-008,44,0,19,25,False
PKM-018,2025-01-01,OBT-008,38,13,0,38,False
PKM-018,2025-02-01,OBT-008,38,0,0,38,False
PKM-018,2025-03-01,OBT-008,38,0,12,26,False
PKM-018,2025-04-01,OBT-008,26,0,21,5,False
PKM-018,2025-05-01,OBT-008,42,37,0,42,False
PKM-018,2025-06-01,OBT-008,42,0,0,42,False
PKM-018,2025-07-01,OBT-008,42,0,0,42,False
PKM-018,2025-08-01,OBT-008,42,0,19,23,False
PKM-018,2025-09-01,OBT-008,38,15,0,38,False
PKM-018,2025-10-01,OBT-008,38,0,0,38,False
PKM-018,2025-11-01,OBT-008,38,0,18,20,False
PKM-018,2025-12-01,OBT-008,36,16,0,36,False
PKM-018,2023-01-01,OBT-009,6,0,0,6,False
PKM-018,2023-02-01,OBT-009,6,0,0,6,False
PKM-018,2023-03-01,OBT-009,6,0,0,6,False
PKM-018,2023-04-01,OBT-009,6,0,0,6,False
PKM-018,2023-05-01,OBT-009,6,0,0,6,False
PKM-018,2023-06-01,OBT-009,6,0,6,0,True
PKM-018,2023-07-01,OBT-009,26,26,0,26,False
PKM-018,2023-08-01,OBT-009,26,0,0,26,False
PKM-018,2023-09-01,OBT-009,26,0,0,26,False
PKM-018,2023-10-01,OBT-009,26,0,0,26,False
PKM-018,2023-11-01,OBT-009,26,0,0,26,False
PKM-018,2023-12-01,OBT-009,26,0,0,26,False
PKM-018,2024-01-01,OBT-009,26,0,0,26,False
PKM-018,2024-02-01,OBT-009,26,0,13,13,False
PKM-018,2024-03-01,OBT-009,26,13,0,26,False
PKM-018,2024-04-01,OBT-009,26,0,0,26,False
PKM-018,2024-05-01,OBT-009,26,0,0,26,False
PKM-018,2024-06-01,OBT-009,26,0,0,26,False
PKM-018,2024-07-01,OBT-009,26,0,0,26,False
PKM-018,2024-08-01,OBT-009,26,0,0,26,False
PKM-018,2024-09-01,OBT-009,26,0,0,26,False
PKM-018,2024-10-01,OBT-009,26,0,0,26,False
PKM-018,2024-11-01,OBT-009,26,0,0,26,False
PKM-018,2024-12-01,OBT-009,26,0,13,13,False
PKM-018,2025-01-01,OBT-009,26,13,0,26,False
PKM-018,2025-02-01,OBT-009,26,0,0,26,False
PKM-018,2025-03-01,OBT-009,26,0,13,13,False
PKM-018,2025-04-01,OBT-009,26,13,13,13,False
PKM-018,2025-05-01,OBT-009,26,13,0,26,False
PKM-018,2025-06-01,OBT-009,26,0,0,26,False
PKM-018,2025-07-01,OBT-009,26,0,0,26,False
PKM-018,2025-08-01,OBT-009,26,0,13,13,False
PKM-018,2025-09-01,OBT-009,26,13,0,26,False
PKM-018,2025-10-01,OBT-009,26,0,0,26,False
PKM-018,2025-11-01,OBT-009,26,0,13,13,False
PKM-018,2025-12-01,OBT-009,26,13,0,26,False
PKM-018,2023-01-01,OBT-010,2,0,0,2,False
PKM-018,2023-02-01,OBT-010,2,0,0,2,False
PKM-018,2023-03-01,OBT-010,2,0,0,2,False
PKM-018,2023-04-01,OBT-010,2,0,0,2,False
PKM-018,2023-05-01,OBT-010,2,0,0,2,False
PKM-018,2023-06-01,OBT-010,2,0,1,1,False
PKM-018,2023-07-01,OBT-010,2,1,0,2,False
PKM-018,2023-08-01,OBT-010,2,0,0,2,False
PKM-018,2023-09-01,OBT-010,2,0,0,2,False
PKM-018,2023-10-01,OBT-010,2,0,0,2,False
PKM-018,2023-11-01,OBT-010,2,0,0,2,False
PKM-018,2023-12-01,OBT-010,2,0,0,2,False
PKM-018,2024-01-01,OBT-010,2,0,0,2,False
PKM-018,2024-02-01,OBT-010,2,0,1,1,False
PKM-018,2024-03-01,OBT-010,2,1,0,2,False
PKM-018,2024-04-01,OBT-010,2,0,0,2,False
PKM-018,2024-05-01,OBT-010,2,0,0,2,False
PKM-018,2024-06-01,OBT-010,2,0,0,2,False
PKM-018,2024-07-01,OBT-010,2,0,0,2,False
PKM-018,2024-08-01,OBT-010,2,0,0,2,False
PKM-018,2024-09-01,OBT-010,2,0,0,2,False
PKM-018,2024-10-01,OBT-010,2,0,0,2,False
PKM-018,2024-11-01,OBT-010,2,0,0,2,False
PKM-018,2024-12-01,OBT-010,2,0,1,1,False
PKM-018,2025-01-01,OBT-010,2,1,0,2,False
PKM-018,2025-02-01,OBT-010,2,0,0,2,False
PKM-018,2025-03-01,OBT-010,2,0,0,2,False
PKM-018,2025-04-01,OBT-010,2,0,1,1,False
PKM-018,2025-05-01,OBT-010,2,1,0,2,False
PKM-018,2025-06-01,OBT-010,2,0,0,2,False
PKM-018,2025-07-01,OBT-010,2,0,0,2,False
PKM-018,2025-08-01,OBT-010,2,0,1,1,False
PKM-018,2025-09-01,OBT-010,2,1,0,2,False
PKM-018,2025-10-01,OBT-010,2,0,0,2,False
PKM-018,2025-11-01,OBT-010,2,0,1,1,False
PKM-018,2025-12-01,OBT-010,1,0,0,1,False
PKM-018,2023-01-01,OBT-011,2,0,0,2,False
PKM-018,2023-02-01,OBT-011,2,0,0,2,False
PKM-018,2023-03-01,OBT-011,2,0,0,2,False
PKM-018,2023-04-01,OBT-011,2,0,0,2,False
PKM-018,2023-05-01,OBT-011,2,0,0,2,False
PKM-018,2023-06-01,OBT-011,2,0,0,2,False
PKM-018,2023-07-01,OBT-011,2,0,0,2,False
PKM-018,2023-08-01,OBT-011,2,0,0,2,False
PKM-018,2023-09-01,OBT-011,2,0,2,0,True
PKM-018,2023-10-01,OBT-011,8,8,0,8,False
PKM-018,2023-11-01,OBT-011,8,0,0,8,False
PKM-018,2023-12-01,OBT-011,8,0,0,8,False
PKM-018,2024-01-01,OBT-011,8,0,0,8,False
PKM-018,2024-02-01,OBT-011,8,0,0,8,False
PKM-018,2024-03-01,OBT-011,8,0,0,8,False
PKM-018,2024-04-01,OBT-011,8,0,0,8,False
PKM-018,2024-05-01,OBT-011,8,0,0,8,False
PKM-018,2024-06-01,OBT-011,8,0,6,2,False
PKM-018,2024-07-01,OBT-011,12,10,0,12,False
PKM-018,2024-08-01,OBT-011,12,0,0,12,False
PKM-018,2024-09-01,OBT-011,12,0,0,12,False
PKM-018,2024-10-01,OBT-011,12,0,0,12,False
PKM-018,2024-11-01,OBT-011,12,0,0,12,False
PKM-018,2024-12-01,OBT-011,12,0,0,12,False
PKM-018,2025-01-01,OBT-011,12,0,0,12,False
PKM-018,2025-02-01,OBT-011,12,0,0,12,False
PKM-018,2025-03-01,OBT-011,12,0,0,12,False
PKM-018,2025-04-01,OBT-011,12,0,0,12,False
PKM-018,2025-05-01,OBT-011,12,0,0,12,False
PKM-018,2025-06-01,OBT-011,12,0,0,12,False
PKM-018,2025-07-01,OBT-011,12,0,0,12,False
PKM-018,2025-08-01,OBT-011,12,0,0,12,False
PKM-018,2025-09-01,OBT-011,12,0,0,12,False
PKM-018,2025-10-01,OBT-011,12,0,0,12,False
PKM-018,2025-11-01,OBT-011,12,0,0,12,False
PKM-018,2025-12-01,OBT-011,12,0,0,12,False
PKM-018,2023-01-01,OBT-012,4,0,0,4,False
PKM-018,2023-02-01,OBT-012,4,0,0,4,False
PKM-018,2023-03-01,OBT-012,4,0,0,4,False
PKM-018,2023-04-01,OBT-012,4,0,0,4,False
PKM-018,2023-05-01,OBT-012,4,0,0,4,False
PKM-018,2023-06-01,OBT-012,4,0,0,4,False
PKM-018,2023-07-01,OBT-012,4,0,0,4,False
PKM-018,2023-08-01,OBT-012,4,0,0,4,False
PKM-018,2023-09-01,OBT-012,4,0,4,0,True
PKM-018,2023-10-01,OBT-012,48,48,0,48,False
PKM-018,2023-11-01,OBT-012,48,0,0,48,False
PKM-018,2023-12-01,OBT-012,48,0,0,48,False
PKM-018,2024-01-01,OBT-012,48,0,0,48,False
PKM-018,2024-02-01,OBT-012,48,0,0,48,False
PKM-018,2024-03-01,OBT-012,48,0,0,48,False
PKM-018,2024-04-01,OBT-012,48,0,0,48,False
PKM-018,2024-05-01,OBT-012,48,0,0,48,False
PKM-018,2024-06-01,OBT-012,48,0,34,14,False
PKM-018,2024-07-01,OBT-012,14,0,0,14,False
PKM-018,2024-08-01,OBT-012,68,54,0,68,False
PKM-018,2024-09-01,OBT-012,68,0,0,68,False
PKM-018,2024-10-01,OBT-012,68,0,0,68,False
PKM-018,2024-11-01,OBT-012,68,0,0,68,False
PKM-018,2024-12-01,OBT-012,68,0,0,68,False
PKM-018,2025-01-01,OBT-012,68,0,0,68,False
PKM-018,2025-02-01,OBT-012,68,0,0,68,False
PKM-018,2025-03-01,OBT-012,68,0,0,68,False
PKM-018,2025-04-01,OBT-012,68,0,0,68,False
PKM-018,2025-05-01,OBT-012,68,0,0,68,False
PKM-018,2025-06-01,OBT-012,68,0,0,68,False
PKM-018,2025-07-01,OBT-012,68,0,0,68,False
PKM-018,2025-08-01,OBT-012,68,0,0,68,False
PKM-018,2025-09-01,OBT-012,68,0,0,68,False
PKM-018,2025-10-01,OBT-012,68,0,0,68,False
PKM-018,2025-11-01,OBT-012,68,0,0,68,False
PKM-018,2025-12-01,OBT-012,68,0,0,68,False
PKM-018,2023-01-01,OBT-013,28,0,6,22,False
PKM-018,2023-02-01,OBT-013,22,0,0,22,False
PKM-018,2023-03-01,OBT-013,22,0,13,9,False
PKM-018,2023-04-01,OBT-013,26,17,17,9,False
PKM-018,2023-05-01,OBT-013,34,25,23,11,False
PKM-018,2023-06-01,OBT-013,46,35,0,46,False
PKM-018,2023-07-01,OBT-013,46,0,0,46,False
PKM-018,2023-08-01,OBT-013,46,0,0,46,False
PKM-018,2023-09-01,OBT-013,46,0,34,12,False
PKM-018,2023-10-01,OBT-013,68,56,17,51,False
PKM-018,2023-11-01,OBT-013,68,17,0,68,False
PKM-018,2023-12-01,OBT-013,68,0,0,68,False
PKM-018,2024-01-01,OBT-013,68,0,17,51,False
PKM-018,2024-02-01,OBT-013,51,0,19,32,False
PKM-018,2024-03-01,OBT-013,38,6,17,21,False
PKM-018,2024-04-01,OBT-013,38,17,17,21,False
PKM-018,2024-05-01,OBT-013,38,17,34,4,False
PKM-018,2024-06-01,OBT-013,68,64,19,49,False
PKM-018,2024-07-01,OBT-013,68,19,0,68,False
PKM-018,2024-08-01,OBT-013,68,0,6,62,False
PKM-018,2024-09-01,OBT-013,62,0,0,62,False
PKM-018,2024-10-01,OBT-013,62,0,0,62,False
PKM-018,2024-11-01,OBT-013,62,0,0,62,False
PKM-018,2024-12-01,OBT-013,62,0,19,43,False
PKM-018,2025-01-01,OBT-013,43,0,0,43,False
PKM-018,2025-02-01,OBT-013,43,0,23,20,False
PKM-018,2025-03-01,OBT-013,46,26,6,40,False
PKM-018,2025-04-01,OBT-013,46,6,6,40,False
PKM-018,2025-05-01,OBT-013,46,6,6,40,False
PKM-018,2025-06-01,OBT-013,40,0,6,34,False
PKM-018,2025-07-01,OBT-013,34,0,6,28,False
PKM-018,2025-08-01,OBT-013,28,0,28,0,True
PKM-018,2025-09-01,OBT-013,68,68,17,51,False
PKM-018,2025-10-01,OBT-013,68,17,23,45,False
PKM-018,2025-11-01,OBT-013,68,23,6,62,False
PKM-018,2025-12-01,OBT-013,62,0,6,56,False
PKM-018,2023-01-01,OBT-014,6,0,0,6,False
PKM-018,2023-02-01,OBT-014,6,0,0,6,False
PKM-018,2023-03-01,OBT-014,6,0,0,6,False
PKM-018,2023-04-01,OBT-014,6,0,6,0,False
PKM-018,2023-05-01,OBT-014,12,12,6,6,False
PKM-018,2023-06-01,OBT-014,12,6,0,12,False
PKM-018,2023-07-01,OBT-014,12,0,0,12,False
PKM-018,2023-08-01,OBT-014,12,0,0,12,False
PKM-018,2023-09-01,OBT-014,12,0,11,1,False
PKM-018,2023-10-01,OBT-014,22,21,6,16,False
PKM-018,2023-11-01,OBT-014,22,6,0,22,False
PKM-018,2023-12-01,OBT-014,22,0,0,22,False
PKM-018,2024-01-01,OBT-014,22,0,6,16,False
PKM-018,2024-02-01,OBT-014,16,0,0,16,False
PKM-018,2024-03-01,OBT-014,16,0,6,10,False
PKM-018,2024-04-01,OBT-014,12,2,6,6,False
PKM-018,2024-05-01,OBT-014,12,6,11,1,False
PKM-018,2024-06-01,OBT-014,22,21,0,22,False
PKM-018,2024-07-01,OBT-014,22,0,0,22,False
PKM-018,2024-08-01,OBT-014,22,0,0,22,False
PKM-018,2024-09-01,OBT-014,22,0,0,22,False
PKM-018,2024-10-01,OBT-014,22,0,0,22,False
PKM-018,2024-11-01,OBT-014,22,0,0,22,False
PKM-018,2024-12-01,OBT-014,22,0,0,22,False
PKM-018,2025-01-01,OBT-014,22,0,0,22,False
PKM-018,2025-02-01,OBT-014,22,0,6,16,False
PKM-018,2025-03-01,OBT-014,16,0,0,16,False
PKM-018,2025-04-01,OBT-014,16,0,0,16,False
PKM-018,2025-05-01,OBT-014,16,0,0,16,False
PKM-018,2025-06-01,OBT-014,16,0,0,16,False
PKM-018,2025-07-01,OBT-014,16,0,0,16,False
PKM-018,2025-08-01,OBT-014,16,0,11,5,False
PKM-018,2025-09-01,OBT-014,22,17,6,16,False
PKM-018,2025-10-01,OBT-014,22,6,6,16,False
PKM-018,2025-11-01,OBT-014,22,6,0,22,False
PKM-018,2025-12-01,OBT-014,22,0,0,22,False
PKM-018,2023-01-01,OBT-015,3,0,3,0,True
PKM-018,2023-02-01,OBT-015,8,8,4,4,False
PKM-018,2023-03-01,OBT-015,8,4,0,8,False
PKM-018,2023-04-01,OBT-015,8,0,7,1,False
PKM-018,2023-05-01,OBT-015,14,13,0,14,False
PKM-018,2023-06-01,OBT-015,14,0,0,14,False
PKM-018,2023-07-01,OBT-015,14,0,0,14,False
PKM-018,2023-08-01,OBT-015,14,0,0,14,False
PKM-018,2023-09-01,OBT-015,14,0,0,14,False
PKM-018,2023-10-01,OBT-015,14,0,0,14,False
PKM-018,2023-11-01,OBT-015,14,0,0,14,False
PKM-018,2023-12-01,OBT-015,14,0,3,11,False
PKM-018,2024-01-01,OBT-015,11,0,2,9,False
PKM-018,2024-02-01,OBT-015,9,0,0,9,False
PKM-018,2024-03-01,OBT-015,9,0,0,9,False
PKM-018,2024-04-01,OBT-015,9,0,0,9,False
PKM-018,2024-05-01,OBT-015,9,0,0,9,False
PKM-018,2024-06-01,OBT-015,9,0,0,9,False
PKM-018,2024-07-01,OBT-015,9,0,3,6,False
PKM-018,2024-08-01,OBT-015,6,0,0,6,False
PKM-018,2024-09-01,OBT-015,6,0,0,6,False
PKM-018,2024-10-01,OBT-015,6,0,0,6,False
PKM-018,2024-11-01,OBT-015,6,0,4,2,False
PKM-018,2024-12-01,OBT-015,8,6,0,8,False
PKM-018,2025-01-01,OBT-015,8,0,0,8,False
PKM-018,2025-02-01,OBT-015,8,0,0,8,False
PKM-018,2025-03-01,OBT-015,8,0,6,2,False
PKM-018,2025-04-01,OBT-015,12,10,0,12,False
PKM-018,2025-05-01,OBT-015,12,0,0,12,False
PKM-018,2025-06-01,OBT-015,12,0,0,12,False
PKM-018,2025-07-01,OBT-015,12,0,0,12,False
PKM-018,2025-08-01,OBT-015,12,0,0,12,False
PKM-018,2025-09-01,OBT-015,12,0,0,12,False
PKM-018,2025-10-01,OBT-015,12,0,0,12,False
PKM-018,2025-11-01,OBT-015,12,0,4,8,False
PKM-018,2025-12-01,OBT-015,8,0,0,8,False
PKM-018,2023-01-01,OBT-016,5,0,5,0,True
PKM-018,2023-02-01,OBT-016,16,16,8,8,False
PKM-018,2023-03-01,OBT-016,16,8,0,16,False
PKM-018,2023-04-01,OBT-016,16,0,15,1,False
PKM-018,2023-05-01,OBT-016,30,29,0,30,False
PKM-018,2023-06-01,OBT-016,30,0,0,30,False
PKM-018,2023-07-01,OBT-016,30,0,0,30,False
PKM-018,2023-08-01,OBT-016,30,0,0,30,False
PKM-018,2023-09-01,OBT-016,30,0,0,30,False
PKM-018,2023-10-01,OBT-016,30,0,0,30,False
PKM-018,2023-11-01,OBT-016,30,0,0,30,False
PKM-018,2023-12-01,OBT-016,30,0,6,24,False
PKM-018,2024-01-01,OBT-016,24,0,3,21,False
PKM-018,2024-02-01,OBT-016,21,0,0,21,False
PKM-018,2024-03-01,OBT-016,21,0,0,21,False
PKM-018,2024-04-01,OBT-016,21,0,0,21,False
PKM-018,2024-05-01,OBT-016,21,0,0,21,False
PKM-018,2024-06-01,OBT-016,21,0,0,21,False
PKM-018,2024-07-01,OBT-016,21,0,7,14,False
PKM-018,2024-08-01,OBT-016,14,0,0,14,False
PKM-018,2024-09-01,OBT-016,14,0,0,14,False
PKM-018,2024-10-01,OBT-016,14,0,0,14,False
PKM-018,2024-11-01,OBT-016,14,0,8,6,False
PKM-018,2024-12-01,OBT-016,16,10,0,16,False
PKM-018,2025-01-01,OBT-016,16,0,0,16,False
PKM-018,2025-02-01,OBT-016,16,0,0,16,False
PKM-018,2025-03-01,OBT-016,16,0,13,3,False
PKM-018,2025-04-01,OBT-016,26,23,0,26,False
PKM-018,2025-05-01,OBT-016,26,0,0,26,False
PKM-018,2025-06-01,OBT-016,26,0,0,26,False
PKM-018,2025-07-01,OBT-016,26,0,0,26,False
PKM-018,2025-08-01,OBT-016,26,0,0,26,False
PKM-018,2025-09-01,OBT-016,26,0,0,26,False
PKM-018,2025-10-01,OBT-016,26,0,0,26,False
PKM-018,2025-11-01,OBT-016,26,0,8,18,False
PKM-018,2025-12-01,OBT-016,18,0,0,18,False
PKM-018,2023-01-01,OBT-017,22,0,5,17,False
PKM-018,2023-02-01,OBT-017,17,0,17,0,True
PKM-018,2023-03-01,OBT-017,36,36,13,23,False
PKM-018,2023-04-01,OBT-017,36,13,34,2,False
PKM-018,2023-05-01,OBT-017,68,66,13,55,False
PKM-018,2023-06-01,OBT-017,68,13,13,55,False
PKM-018,2023-07-01,OBT-017,68,13,0,68,False
PKM-018,2023-08-01,OBT-017,68,0,25,43,False
PKM-018,2023-09-01,OBT-017,50,7,0,50,False
PKM-018,2023-10-01,OBT-017,50,0,13,37,False
PKM-018,2023-11-01,OBT-017,50,13,0,50,False
PKM-018,2023-12-01,OBT-017,50,0,3,47,False
PKM-018,2024-01-01,OBT-017,47,0,15,32,False
PKM-018,2024-02-01,OBT-017,32,0,0,32,False
PKM-018,2024-03-01,OBT-017,32,0,13,19,False
PKM-018,2024-04-01,OBT-017,30,11,0,30,False
PKM-018,2024-05-01,OBT-017,30,0,0,30,False
PKM-018,2024-06-01,OBT-017,30,0,0,30,False
PKM-018,2024-07-01,OBT-017,30,0,4,26,False
PKM-018,2024-08-01,OBT-017,26,0,25,1,False
PKM-018,2024-09-01,OBT-017,50,49,13,37,False
PKM-018,2024-10-01,OBT-017,50,13,13,37,False
PKM-018,2024-11-01,OBT-017,50,13,17,33,False
PKM-018,2024-12-01,OBT-017,34,1,0,34,False
PKM-018,2025-01-01,OBT-017,34,0,0,34,False
PKM-018,2025-02-01,OBT-017,34,0,0,34,False
PKM-018,2025-03-01,OBT-017,34,0,20,14,False
PKM-018,2025-04-01,OBT-017,40,26,13,27,False
PKM-018,2025-05-01,OBT-017,40,13,0,40,False
PKM-018,2025-06-01,OBT-017,40,0,13,27,False
PKM-018,2025-07-01,OBT-017,27,0,13,14,False
PKM-018,2025-08-01,OBT-017,26,12,0,26,False
PKM-018,2025-09-01,OBT-017,26,0,13,13,False
PKM-018,2025-10-01,OBT-017,26,13,0,26,False
PKM-018,2025-11-01,OBT-017,26,0,5,21,False
PKM-018,2025-12-01,OBT-017,26,5,0,26,False
PKM-018,2023-01-01,OBT-018,5,0,5,0,True
PKM-018,2023-02-01,OBT-018,48,48,48,0,False
PKM-018,2023-03-01,OBT-018,96,96,0,96,False
PKM-018,2023-04-01,OBT-018,96,0,0,96,False
PKM-018,2023-05-01,OBT-018,96,0,0,96,False
PKM-018,2023-06-01,OBT-018,96,0,0,96,False
PKM-018,2023-07-01,OBT-018,96,0,0,96,False
PKM-018,2023-08-01,OBT-018,96,0,0,96,False
PKM-018,2023-09-01,OBT-018,96,0,0,96,False
PKM-018,2023-10-01,OBT-018,96,0,0,96,False
PKM-018,2023-11-01,OBT-018,96,0,0,96,False
PKM-018,2023-12-01,OBT-018,96,0,0,96,False
PKM-018,2024-01-01,OBT-018,96,0,0,96,False
PKM-018,2024-02-01,OBT-018,96,0,0,96,False
PKM-018,2024-03-01,OBT-018,96,0,0,96,False
PKM-018,2024-04-01,OBT-018,96,0,0,96,False
PKM-018,2024-05-01,OBT-018,96,0,0,96,False
PKM-018,2024-06-01,OBT-018,96,0,0,96,False
PKM-018,2024-07-01,OBT-018,96,0,0,96,False
PKM-018,2024-08-01,OBT-018,96,0,0,96,False
PKM-018,2024-09-01,OBT-018,96,0,0,96,False
PKM-018,2024-10-01,OBT-018,96,0,0,96,False
PKM-018,2024-11-01,OBT-018,96,0,0,96,False
PKM-018,2024-12-01,OBT-018,96,0,0,96,False
PKM-018,2025-01-01,OBT-018,96,0,0,96,False
PKM-018,2025-02-01,OBT-018,96,0,0,96,False
PKM-018,2025-03-01,OBT-018,96,0,0,96,False
PKM-018,2025-04-01,OBT-018,96,0,0,96,False
PKM-018,2025-05-01,OBT-018,96,0,0,96,False
PKM-018,2025-06-01,OBT-018,96,0,0,96,False
PKM-018,2025-07-01,OBT-018,96,0,0,96,False
PKM-018,2025-08-01,OBT-018,96,0,0,96,False
PKM-018,2025-09-01,OBT-018,96,0,0,96,False
PKM-018,2025-10-01,OBT-018,96,0,0,96,False
PKM-018,2025-11-01,OBT-018,96,0,0,96,False
PKM-018,2025-12-01,OBT-018,96,0,0,96,False
PKM-018,2023-01-01,OBT-019,8,0,8,0,True
PKM-018,2023-02-01,OBT-019,60,60,0,60,False
PKM-018,2023-03-01,OBT-019,60,0,0,60,False
PKM-018,2023-04-01,OBT-019,60,0,0,60,False
PKM-018,2023-05-01,OBT-019,60,0,0,60,False
PKM-018,2023-06-01,OBT-019,60,0,0,60,False
PKM-018,2023-07-01,OBT-019,60,0,0,60,False
PKM-018,2023-08-01,OBT-019,60,0,0,60,False
PKM-018,2023-09-01,OBT-019,60,0,0,60,False
PKM-018,2023-10-01,OBT-019,60,0,0,60,False
PKM-018,2023-11-01,OBT-019,60,0,0,60,False
PKM-018,2023-12-01,OBT-019,60,0,0,60,False
PKM-018,2024-01-01,OBT-019,60,0,0,60,False
PKM-018,2024-02-01,OBT-019,60,0,0,60,False
PKM-018,2024-03-01,OBT-019,60,0,0,60,False
PKM-018,2024-04-01,OBT-019,60,0,0,60,False
PKM-018,2024-05-01,OBT-019,60,0,0,60,False
PKM-018,2024-06-01,OBT-019,60,0,0,60,False
PKM-018,2024-07-01,OBT-019,60,0,0,60,False
PKM-018,2024-08-01,OBT-019,60,0,30,30,False
PKM-018,2024-09-01,OBT-019,60,30,0,60,False
PKM-018,2024-10-01,OBT-019,60,0,30,30,False
PKM-018,2024-11-01,OBT-019,60,30,0,60,False
PKM-018,2024-12-01,OBT-019,60,0,0,60,False
PKM-018,2025-01-01,OBT-019,60,0,0,60,False
PKM-018,2025-02-01,OBT-019,60,0,0,60,False
PKM-018,2025-03-01,OBT-019,60,0,30,30,False
PKM-018,2025-04-01,OBT-019,60,30,0,60,False
PKM-018,2025-05-01,OBT-019,60,0,0,60,False
PKM-018,2025-06-01,OBT-019,60,0,0,60,False
PKM-018,2025-07-01,OBT-019,60,0,0,60,False
PKM-018,2025-08-01,OBT-019,60,0,0,60,False
PKM-018,2025-09-01,OBT-019,60,0,0,60,False
PKM-018,2025-10-01,OBT-019,60,0,0,60,False
PKM-018,2025-11-01,OBT-019,60,0,0,60,False
PKM-018,2025-12-01,OBT-019,60,0,0,60,False
PKM-018,2023-01-01,OBT-020,3,0,3,0,True
PKM-018,2023-02-01,OBT-020,22,22,0,22,False
PKM-018,2023-03-01,OBT-020,22,0,0,22,False
PKM-018,2023-04-01,OBT-020,22,0,0,22,False
PKM-018,2023-05-01,OBT-020,22,0,0,22,False
PKM-018,2023-06-01,OBT-020,22,0,0,22,False
PKM-018,2023-07-01,OBT-020,22,0,0,22,False
PKM-018,2023-08-01,OBT-020,22,0,0,22,False
PKM-018,2023-09-01,OBT-020,22,0,0,22,False
PKM-018,2023-10-01,OBT-020,22,0,0,22,False
PKM-018,2023-11-01,OBT-020,22,0,0,22,False
PKM-018,2023-12-01,OBT-020,22,0,0,22,False
PKM-018,2024-01-01,OBT-020,22,0,0,22,False
PKM-018,2024-02-01,OBT-020,22,0,0,22,False
PKM-018,2024-03-01,OBT-020,22,0,0,22,False
PKM-018,2024-04-01,OBT-020,22,0,0,22,False
PKM-018,2024-05-01,OBT-020,22,0,0,22,False
PKM-018,2024-06-01,OBT-020,22,0,0,22,False
PKM-018,2024-07-01,OBT-020,22,0,0,22,False
PKM-018,2024-08-01,OBT-020,22,0,16,6,False
PKM-018,2024-09-01,OBT-020,32,26,0,32,False
PKM-018,2024-10-01,OBT-020,32,0,12,20,False
PKM-018,2024-11-01,OBT-020,32,12,0,32,False
PKM-018,2024-12-01,OBT-020,32,0,0,32,False
PKM-018,2025-01-01,OBT-020,32,0,0,32,False
PKM-018,2025-02-01,OBT-020,32,0,0,32,False
PKM-018,2025-03-01,OBT-020,32,0,7,25,False
PKM-018,2025-04-01,OBT-020,25,0,0,25,False
PKM-018,2025-05-01,OBT-020,25,0,0,25,False
PKM-018,2025-06-01,OBT-020,25,0,0,25,False
PKM-018,2025-07-01,OBT-020,25,0,0,25,False
PKM-018,2025-08-01,OBT-020,25,0,0,25,False
PKM-018,2025-09-01,OBT-020,25,0,0,25,False
PKM-018,2025-10-01,OBT-020,25,0,0,25,False
PKM-018,2025-11-01,OBT-020,25,0,0,25,False
PKM-018,2025-12-01,OBT-020,25,0,0,25,False
PKM-018,2023-01-01,OBT-021,2,0,0,2,False
PKM-018,2023-02-01,OBT-021,2,0,0,2,False
PKM-018,2023-03-01,OBT-021,2,0,0,2,False
PKM-018,2023-04-01,OBT-021,2,0,0,2,False
PKM-018,2023-05-01,OBT-021,2,0,0,2,False
PKM-018,2023-06-01,OBT-021,2,0,0,2,False
PKM-018,2023-07-01,OBT-021,2,0,0,2,False
PKM-018,2023-08-01,OBT-021,2,0,0,2,False
PKM-018,2023-09-01,OBT-021,2,0,0,2,False
PKM-018,2023-10-01,OBT-021,2,0,0,2,False
PKM-018,2023-11-01,OBT-021,2,0,0,2,False
