facility_id,period,condition_id,manual_cases,anamnesis_indicated_cases,estimated_total_cases,confidence_level
PKM-016,2024-06-01,K03,1,0.0,1.0,high
PKM-016,2024-06-01,K05,1,0.0,1.0,high
PKM-016,2024-06-01,K11,1,0.0,1.0,high
PKM-016,2024-06-01,K12,1,0.0,1.0,high
PKM-016,2024-07-01,K01,2,0.0,2.0,high
PKM-016,2024-07-01,K02,4,0.0,4.0,high
PKM-016,2024-07-01,K03,1,0.0,1.0,high
PKM-016,2024-07-01,K04,1,0.0,1.0,high
PKM-016,2024-07-01,K10,1,0.0,1.0,high
PKM-016,2024-07-01,K11,1,0.0,1.0,high
PKM-016,2024-07-01,K14,1,0.0,1.0,high
PKM-016,2024-07-01,K15,1,0.0,1.0,high
PKM-016,2024-08-01,K01,1,0.0,1.0,high
PKM-016,2024-08-01,K02,4,0.0,4.0,high
PKM-016,2024-08-01,K11,1,0.0,1.0,high
PKM-016,2024-08-01,K13,1,0.0,1.0,high
PKM-016,2024-08-01,K16,1,0.0,1.0,high
PKM-016,2024-09-01,K02,1,0.0,1.0,high
PKM-016,2024-09-01,K04,1,0.0,1.0,high
PKM-016,2024-09-01,K05,3,0.0,3.0,high
PKM-016,2024-09-01,K13,1,0.0,1.0,high
PKM-016,2024-09-01,K14,1,0.0,1.0,high
PKM-016,2024-09-01,K15,1,0.0,1.0,high
PKM-016,2024-09-01,K16,1,0.0,1.0,high
PKM-016,2024-10-01,K02,3,0.0,3.0,high
PKM-016,2024-10-01,K04,1,0.0,1.0,high
PKM-016,2024-10-01,K05,1,0.0,1.0,high
PKM-016,2024-10-01,K06,1,0.0,1.0,high
PKM-016,2024-10-01,K11,1,0.0,1.0,high
PKM-016,2024-10-01,K13,2,0.0,2.0,high
PKM-016,2024-10-01,K14,2,0.0,2.0,high
PKM-016,2024-11-01,K02,1,0.0,1.0,high
PKM-016,2024-11-01,K07,1,0.0,1.0,high
PKM-016,2024-11-01,K11,1,0.0,1.0,high
PKM-016,2024-11-01,K15,4,0.0,4.0,high
PKM-016,2024-12-01,K01,1,0.0,1.0,high
PKM-016,2024-12-01,K02,2,0.0,2.0,high
PKM-016,2024-12-01,K04,1,0.0,1.0,high
PKM-016,2024-12-01,K11,1,0.0,1.0,high
PKM-016,2024-12-01,K12,2,0.0,2.0,high
PKM-016,2024-12-01,K13,4,0.0,4.0,high
PKM-016,2025-01-01,K02,5,0.0,5.0,high
PKM-016,2025-01-01,K03,1,0.914,1.914,high
PKM-016,2025-01-01,K04,1,0.0,1.0,high
PKM-016,2025-01-01,K06,1,0.784,1.784,high
PKM-016,2025-01-01,K07,1,0.0,1.0,high
PKM-016,2025-01-01,K11,1,0.0,1.0,high
PKM-016,2025-01-01,K12,1,0.0,1.0,high
PKM-016,2025-01-01,K13,2,0.0,2.0,high
PKM-016,2025-01-01,K14,3,0.0,3.0,high
PKM-016,2025-01-01,K16,1,0.0,1.0,high
PKM-016,2025-02-01,K01,1,0.988,1.988,high
PKM-016,2025-02-01,K02,4,0.0,4.0,high
PKM-016,2025-02-01,K03,1,0.322,1.322,high
PKM-016,2025-02-01,K05,1,0.823,1.823,high
PKM-016,2025-02-01,K06,2,0.0,2.0,high
PKM-016,2025-02-01,K08,1,0.0,1.0,high
PKM-016,2025-02-01,K09,1,0.0,1.0,high
PKM-016,2025-02-01,K11,2,0.0,2.0,high
PKM-016,2025-02-01,K13,0,0.515,0.515,high
PKM-016,2025-02-01,K14,4,0.0,4.0,high
PKM-016,2025-02-01,K15,1,0.0,1.0,high
PKM-016,2025-03-01,K01,1,0.424,1.424,high
PKM-016,2025-03-01,K02,2,0.0,2.0,high
PKM-016,2025-03-01,K03,2,0.643,2.643,high
PKM-016,2025-03-01,K05,1,0.0,1.0,high
PKM-016,2025-03-01,K06,1,0.784,1.784,high
PKM-016,2025-03-01,K10,1,0.0,1.0,high
PKM-016,2025-03-01,K11,1,0.324,1.324,high
PKM-016,2025-03-01,K12,2,0.0,2.0,high
PKM-016,2025-03-01,K13,1,1.029,2.029,high
PKM-016,2025-03-01,K14,0,0.627,0.627,high
PKM-016,2025-04-01,K01,0,0.424,0.424,high
PKM-016,2025-04-01,K02,3,1.287,4.287,high
PKM-016,2025-04-01,K03,1,0.0,1.0,high
PKM-016,2025-04-01,K04,1,0.0,1.0,high
PKM-016,2025-04-01,K05,2,0.0,2.0,high
PKM-016,2025-04-01,K06,1,0.0,1.0,high
PKM-016,2025-04-01,K09,1,0.0,1.0,high
PKM-016,2025-04-01,K11,0,1.525,1.525,high
PKM-016,2025-04-01,K12,1,0.0,1.0,high
PKM-016,2025-04-01,K13,2,0.0,2.0,high
PKM-016,2025-04-01,K15,1,0.0,1.0,high
PKM-016,2025-05-01,K01,1,0.0,1.0,high
PKM-016,2025-05-01,K02,2,0.0,2.0,high
PKM-016,2025-05-01,K04,1,0.0,1.0,high
PKM-016,2025-05-01,K05,1,0.0,1.0,high
PKM-016,2025-05-01,K06,1,0.0,1.0,high
PKM-016,2025-05-01,K09,1,0.0,1.0,high
PKM-016,2025-05-01,K12,0,0.716,0.716,high
PKM-016,2025-05-01,K14,1,0.0,1.0,high
PKM-016,2025-05-01,K16,1,0.0,1.0,high
PKM-016,2025-06-01,K02,1,0.966,1.966,high
PKM-016,2025-06-01,K05,0,0.823,0.823,high
PKM-016,2025-06-01,K06,1,0.784,1.784,high
PKM-016,2025-06-01,K11,2,0.0,2.0,high
PKM-016,2025-06-01,K12,1,0.0,1.0,high
PKM-016,2025-06-01,K14,2,0.0,2.0,high
PKM-016,2025-06-01,K15,2,0.0,2.0,high
PKM-016,2025-06-01,K16,0,0.608,0.608,high
PKM-016,2025-07-01,K01,1,0.0,1.0,high
PKM-016,2025-07-01,K02,4,2.9,6.9,high
PKM-016,2025-07-01,K03,0,0.992,0.992,high
PKM-016,2025-07-01,K05,1,0.0,1.0,high
PKM-016,2025-07-01,K06,1,0.0,1.0,high
PKM-016,2025-07-01,K11,2,0.255,2.255,high
PKM-016,2025-07-01,K16,0,0.608,0.608,high
PKM-016,2025-08-01,K01,1,0.0,1.0,high
PKM-016,2025-08-01,K02,0,2.581,2.581,high
PKM-016,2025-08-01,K03,1,0.0,1.0,high
PKM-016,2025-08-01,K05,1,0.0,1.0,high
PKM-016,2025-08-01,K11,2,0.0,2.0,high
PKM-016,2025-08-01,K13,2,0.0,2.0,high
PKM-016,2025-08-01,K14,1,0.445,1.445,high
PKM-016,2025-08-01,K16,0,0.297,0.297,high
PKM-016,2025-09-01,K01,0,0.424,0.424,high
PKM-016,2025-09-01,K02,3,0.0,3.0,high
PKM-016,2025-09-01,K03,2,0.0,2.0,high
PKM-016,2025-09-01,K09,1,0.0,1.0,high
PKM-016,2025-09-01,K10,1,0.0,1.0,high
PKM-016,2025-09-01,K11,1,0.324,1.324,high
PKM-016,2025-09-01,K12,1,0.0,1.0,high
PKM-016,2025-09-01,K14,1,0.0,1.0,high
PKM-016,2025-09-01,K15,1,0.0,1.0,high
PKM-016,2025-10-01,K01,1,1.162,2.162,high
PKM-016,2025-10-01,K02,3,0.998,3.998,high
PKM-016,2025-10-01,K03,1,0.643,1.643,high
PKM-016,2025-10-01,K05,1,0.823,1.823,high
PKM-016,2025-10-01,K06,2,0.0,2.0,high
PKM-016,2025-10-01,K09,1,0.0,1.0,high
PKM-016,2025-10-01,K11,1,0.0,1.0,high
PKM-016,2025-10-01,K12,1,0.0,1.0,high
PKM-016,2025-10-01,K13,1,1.029,2.029,high
PKM-016,2025-10-01,K15,0,0.45,0.45,high
PKM-016,2025-10-01,K16,0,0.483,0.483,high
PKM-016,2025-11-01,K01,2,0.0,2.0,high
PKM-016,2025-11-01,K02,1,1.485,2.485,high
PKM-016,2025-11-01,K03,1,0.643,1.643,high
PKM-016,2025-11-01,K04,1,0.0,1.0,high
PKM-016,2025-11-01,K06,1,0.0,1.0,high
PKM-016,2025-11-01,K07,1,0.0,1.0,high
PKM-016,2025-11-01,K11,1,0.406,1.406,high
PKM-016,2025-11-01,K12,1,0.0,1.0,high
PKM-016,2025-11-01,K13,1,1.029,2.029,high
PKM-016,2025-11-01,K14,0,0.627,0.627,high
PKM-016,2025-11-01,K15,1,0.0,1.0,high
PKM-016,2025-12-01,K01,0,1.593,1.593,high
PKM-016,2025-12-01,K02,5,0.998,5.998,high
PKM-016,2025-12-01,K04,2,0.0,2.0,high
PKM-016,2025-12-01,K06,1,0.0,1.0,high
PKM-016,2025-12-01,K07,1,0.0,1.0,high
PKM-016,2025-12-01,K11,3,0.0,3.0,high
PKM-016,2025-12-01,K14,2,0.0,2.0,high
PKM-016,2025-12-01,K15,3,0.0,3.0,high
PKM-016,2025-12-01,K16,0,0.255,0.255,high
PKM-017,2023-01-01,K01,2,0.0,2.0,high
PKM-017,2023-01-01,K02,1,0.0,1.0,high
PKM-017,2023-01-01,K08,1,0.0,1.0,high
PKM-017,2023-01-01,K11,2,0.0,2.0,high
PKM-017,2023-01-01,K12,1,0.0,1.0,high
PKM-017,2023-02-01,K01,4,0.0,4.0,high
PKM-017,2023-02-01,K03,2,0.0,2.0,high
PKM-017,2023-02-01,K05,3,0.0,3.0,high
PKM-017,2023-02-01,K11,1,0.0,1.0,high
PKM-017,2023-02-01,K12,1,0.0,1.0,high
PKM-017,2023-02-01,K13,1,0.0,1.0,high
PKM-017,2023-03-01,K01,1,0.0,1.0,high
PKM-017,2023-03-01,K02,1,0.0,1.0,high
PKM-017,2023-03-01,K03,2,0.0,2.0,high
PKM-017,2023-03-01,K04,1,0.0,1.0,high
PKM-017,2023-03-01,K06,2,0.0,2.0,high
PKM-017,2023-03-01,K12,1,0.0,1.0,high
PKM-017,2023-03-01,K13,1,0.0,1.0,high
PKM-017,2023-04-01,K02,3,0.0,3.0,high
PKM-017,2023-04-01,K03,1,0.0,1.0,high
PKM-017,2023-04-01,K04,1,0.0,1.0,high
PKM-017,2023-04-01,K06,1,0.0,1.0,high
PKM-017,2023-04-01,K11,2,0.0,2.0,high
PKM-017,2023-04-01,K12,1,0.0,1.0,high
PKM-017,2023-04-01,K13,1,0.0,1.0,high
PKM-017,2023-05-01,K02,1,0.0,1.0,high
PKM-017,2023-05-01,K11,1,0.0,1.0,high
PKM-017,2023-05-01,K14,2,0.0,2.0,high
PKM-017,2023-05-01,K15,2,0.0,2.0,high
PKM-017,2023-05-01,K16,1,0.0,1.0,high
PKM-017,2023-06-01,K02,3,0.0,3.0,high
PKM-017,2023-06-01,K05,1,0.0,1.0,high
PKM-017,2023-06-01,K09,1,0.0,1.0,high
PKM-017,2023-06-01,K10,1,0.0,1.0,high
PKM-017,2023-06-01,K11,1,0.0,1.0,high
PKM-017,2023-06-01,K12,1,0.0,1.0,high
PKM-017,2023-06-01,K14,1,0.0,1.0,high
PKM-017,2023-06-01,K15,1,0.0,1.0,high
PKM-017,2023-07-01,K02,2,0.0,2.0,high
PKM-017,2023-07-01,K03,1,0.0,1.0,high
PKM-017,2023-07-01,K13,1,0.0,1.0,high
PKM-017,2023-08-01,K01,1,0.0,1.0,high
PKM-017,2023-08-01,K02,1,0.0,1.0,high
PKM-017,2023-08-01,K06,1,0.0,1.0,high
PKM-017,2023-08-01,K11,1,0.0,1.0,high
PKM-017,2023-08-01,K16,1,0.0,1.0,high
PKM-017,2023-09-01,K01,1,0.0,1.0,high
PKM-017,2023-09-01,K02,3,0.0,3.0,high
PKM-017,2023-09-01,K03,1,0.0,1.0,high
PKM-017,2023-09-01,K06,1,0.0,1.0,high
PKM-017,2023-09-01,K11,1,0.0,1.0,high
PKM-017,2023-09-01,K13,1,0.0,1.0,high
PKM-017,2023-10-01,K02,3,0.0,3.0,high
PKM-017,2023-10-01,K03,1,0.0,1.0,high
PKM-017,2023-10-01,K04,2,0.0,2.0,high
PKM-017,2023-10-01,K05,2,0.0,2.0,high
PKM-017,2023-10-01,K07,1,0.0,1.0,high
PKM-017,2023-10-01,K11,1,0.0,1.0,high
PKM-017,2023-10-01,K13,2,0.0,2.0,high
PKM-017,2023-10-01,K14,2,0.0,2.0,high
PKM-017,2023-11-01,K01,1,0.0,1.0,high
PKM-017,2023-11-01,K02,2,0.0,2.0,high
PKM-017,2023-11-01,K06,1,0.0,1.0,high
PKM-017,2023-11-01,K11,1,0.0,1.0,high
PKM-017,2023-11-01,K15,1,0.0,1.0,high
PKM-017,2023-12-01,K02,1,0.0,1.0,high
PKM-017,2023-12-01,K12,1,0.0,1.0,high
PKM-017,2023-12-01,K14,2,0.0,2.0,high
PKM-017,2023-12-01,K16,1,0.0,1.0,high
PKM-017,2024-01-01,K01,1,0.0,1.0,high
PKM-017,2024-01-01,K02,3,0.0,3.0,high
PKM-017,2024-01-01,K03,1,0.0,1.0,high
PKM-017,2024-01-01,K04,1,0.0,1.0,high
PKM-017,2024-01-01,K06,1,0.0,1.0,high
PKM-017,2024-01-01,K11,1,0.0,1.0,high
PKM-017,2024-01-01,K15,1,0.0,1.0,high
PKM-017,2024-01-01,K16,1,0.0,1.0,high
PKM-017,2024-02-01,K01,2,0.0,2.0,high
PKM-017,2024-02-01,K02,1,0.0,1.0,high
PKM-017,2024-02-01,K04,1,0.0,1.0,high
PKM-017,2024-02-01,K05,1,0.0,1.0,high
PKM-017,2024-02-01,K06,1,0.0,1.0,high
PKM-017,2024-02-01,K13,1,0.0,1.0,high
PKM-017,2024-02-01,K14,3,0.0,3.0,high
PKM-017,2024-02-01,K15,1,0.0,1.0,high
PKM-017,2024-03-01,K01,3,0.0,3.0,high
PKM-017,2024-03-01,K05,1,0.0,1.0,high
PKM-017,2024-03-01,K11,1,0.0,1.0,high
PKM-017,2024-03-01,K13,1,0.0,1.0,high
PKM-017,2024-04-01,K03,1,0.0,1.0,high
PKM-017,2024-04-01,K04,1,0.0,1.0,high
PKM-017,2024-04-01,K12,1,0.0,1.0,high
PKM-017,2024-04-01,K13,1,0.0,1.0,high
PKM-017,2024-04-01,K14,2,0.0,2.0,high
PKM-017,2024-05-01,K01,3,0.0,3.0,high
PKM-017,2024-05-01,K02,4,0.0,4.0,high
PKM-017,2024-05-01,K03,1,0.0,1.0,high
PKM-017,2024-05-01,K06,5,0.0,5.0,high
PKM-017,2024-05-01,K11,1,0.0,1.0,high
PKM-017,2024-05-01,K14,2,0.0,2.0,high
PKM-017,2024-05-01,K15,1,0.0,1.0,high
PKM-017,2024-06-01,K02,1,0.0,1.0,high
PKM-017,2024-06-01,K05,1,0.0,1.0,high
PKM-017,2024-06-01,K06,1,0.0,1.0,high
PKM-017,2024-06-01,K12,1,0.0,1.0,high
PKM-017,2024-06-01,K14,2,0.0,2.0,high
PKM-017,2024-07-01,K01,2,0.0,2.0,high
PKM-017,2024-07-01,K04,1,0.0,1.0,high
PKM-017,2024-07-01,K13,1,0.0,1.0,high
PKM-017,2024-07-01,K15,1,0.0,1.0,high
PKM-017,2024-08-01,K01,2,0.0,2.0,high
PKM-017,2024-08-01,K02,1,0.0,1.0,high
PKM-017,2024-08-01,K03,1,0.0,1.0,high
PKM-017,2024-08-01,K06,1,0.0,1.0,high
PKM-017,2024-08-01,K07,1,0.0,1.0,high
PKM-017,2024-08-01,K10,1,0.0,1.0,high
PKM-017,2024-09-01,K02,2,0.0,2.0,high
PKM-017,2024-09-01,K04,2,0.0,2.0,high
PKM-017,2024-09-01,K05,1,0.0,1.0,high
PKM-017,2024-09-01,K06,1,0.0,1.0,high
PKM-017,2024-09-01,K13,1,0.0,1.0,high
PKM-017,2024-09-01,K14,1,0.0,1.0,high
PKM-017,2024-10-01,K05,1,0.0,1.0,high
PKM-017,2024-10-01,K10,1,0.0,1.0,high
PKM-017,2024-10-01,K11,1,0.0,1.0,high
PKM-017,2024-10-01,K12,1,0.0,1.0,high
PKM-017,2024-10-01,K14,1,0.0,1.0,high
PKM-017,2024-11-01,K11,2,0.0,2.0,high
PKM-017,2024-11-01,K13,2,0.0,2.0,high
PKM-017,2024-12-01,K01,2,0.0,2.0,high
PKM-017,2024-12-01,K02,2,0.0,2.0,high
PKM-017,2024-12-01,K03,1,0.0,1.0,high
PKM-017,2024-12-01,K05,1,0.0,1.0,high
PKM-017,2024-12-01,K11,3,0.0,3.0,high
PKM-017,2024-12-01,K12,1,0.0,1.0,high
PKM-017,2024-12-01,K13,1,0.0,1.0,high
PKM-017,2024-12-01,K16,1,0.0,1.0,high
PKM-017,2025-01-01,K02,0,1.629,1.629,high
PKM-017,2025-01-01,K03,0,0.322,0.322,high
PKM-017,2025-01-01,K11,2,0.0,2.0,high
PKM-017,2025-01-01,K13,1,0.515,1.515,high
PKM-017,2025-02-01,K01,2,0.3,2.3,high
PKM-017,2025-02-01,K02,1,0.487,1.487,high
PKM-017,2025-02-01,K03,2,0.0,2.0,high
PKM-017,2025-02-01,K05,2,0.0,2.0,high
PKM-017,2025-02-01,K06,1,0.0,1.0,high
PKM-017,2025-02-01,K10,1,0.0,1.0,high
PKM-017,2025-02-01,K11,1,1.311,2.311,high
PKM-017,2025-02-01,K13,1,0.0,1.0,high
PKM-017,2025-02-01,K15,0,0.45,0.45,high
PKM-017,2025-03-01,K01,2,0.0,2.0,high
PKM-017,2025-03-01,K02,2,0.0,2.0,high
PKM-017,2025-03-01,K03,0,0.25,0.25,high
PKM-017,2025-03-01,K04,1,0.0,1.0,high
PKM-017,2025-03-01,K06,1,0.0,1.0,high
PKM-017,2025-03-01,K11,2,0.0,2.0,high
PKM-017,2025-03-01,K13,1,0.4,1.4,high
PKM-017,2025-03-01,K14,2,0.0,2.0,high
PKM-017,2025-03-01,K16,2,0.0,2.0,high
PKM-017,2025-04-01,K01,0,0.3,0.3,high
PKM-017,2025-04-01,K02,3,0.0,3.0,high
PKM-017,2025-04-01,K03,1,0.0,1.0,high
PKM-017,2025-04-01,K11,1,0.905,1.905,high
PKM-017,2025-04-01,K12,1,0.0,1.0,high
PKM-017,2025-04-01,K14,2,0.0,2.0,high
PKM-017,2025-04-01,K15,0,0.45,0.45,high
PKM-017,2025-04-01,K16,1,0.0,1.0,high
PKM-017,2025-05-01,K02,1,0.0,1.0,high
PKM-017,2025-05-01,K03,1,0.0,1.0,high
PKM-017,2025-05-01,K06,1,0.0,1.0,high
PKM-017,2025-05-01,K11,1,0.0,1.0,high
PKM-017,2025-05-01,K13,1,0.0,1.0,high
PKM-017,2025-05-01,K15,1,0.0,1.0,high
PKM-017,2025-06-01,K02,1,0.487,1.487,high
PKM-017,2025-06-01,K03,1,0.0,1.0,high
PKM-017,2025-06-01,K05,1,0.0,1.0,high
PKM-017,2025-06-01,K11,1,0.406,1.406,high
PKM-017,2025-06-01,K14,2,0.0,2.0,high
PKM-017,2025-07-01,K02,1,0.0,1.0,high
PKM-017,2025-07-01,K11,1,0.0,1.0,high
PKM-017,2025-08-01,K01,0,0.3,0.3,high
PKM-017,2025-08-01,K02,1,1.485,2.485,high
PKM-017,2025-08-01,K05,1,0.0,1.0,high
PKM-017,2025-08-01,K10,1,0.0,1.0,high
PKM-017,2025-08-01,K11,0,1.311,1.311,high
PKM-017,2025-08-01,K14,1,0.0,1.0,high
PKM-017,2025-08-01,K15,1,0.45,1.45,high
PKM-017,2025-09-01,K01,0,0.724,0.724,high
PKM-017,2025-09-01,K02,3,0.0,3.0,high
PKM-017,2025-09-01,K05,0,0.823,0.823,high
PKM-017,2025-09-01,K10,1,0.0,1.0,high
PKM-017,2025-09-01,K11,0,0.324,0.324,high
PKM-017,2025-09-01,K13,2,0.0,2.0,high
PKM-017,2025-09-01,K15,0,0.45,0.45,high
PKM-017,2025-10-01,K01,1,0.0,1.0,high
PKM-017,2025-10-01,K02,0,0.998,0.998,high
PKM-017,2025-10-01,K03,1,0.0,1.0,high
PKM-017,2025-10-01,K05,1,0.0,1.0,high
PKM-017,2025-10-01,K11,1,0.0,1.0,high
PKM-017,2025-10-01,K14,1,0.627,1.627,high
PKM-017,2025-11-01,K01,1,0.0,1.0,high
PKM-017,2025-11-01,K02,1,0.0,1.0,high
PKM-017,2025-11-01,K05,1,0.0,1.0,high
PKM-017,2025-11-01,K15,1,0.0,1.0,high
PKM-017,2025-12-01,K01,0,0.996,0.996,high
PKM-017,2025-12-01,K02,1,0.0,1.0,high
PKM-017,2025-12-01,K12,1,0.0,1.0,high
PKM-017,2025-12-01,K14,1,0.0,1.0,high
PKM-017,2025-12-01,K16,0,0.608,0.608,high
PKM-018,2023-01-01,K01,2,0.0,2.0,high
PKM-018,2023-01-01,K07,1,0.0,1.0,high
PKM-018,2023-01-01,K08,1,0.0,1.0,high
PKM-018,2023-01-01,K11,1,0.0,1.0,high
PKM-018,2023-01-01,K12,1,0.0,1.0,high
PKM-018,2023-01-01,K14,1,0.0,1.0,high
PKM-018,2023-01-01,K15,1,0.0,1.0,high
PKM-018,2023-01-01,K16,2,0.0,2.0,high
PKM-018,2023-02-01,K01,4,0.0,4.0,high
PKM-018,2023-02-01,K02,2,0.0,2.0,high
PKM-018,2023-02-01,K06,1,0.0,1.0,high
PKM-018,2023-02-01,K07,2,0.0,2.0,high
PKM-018,2023-02-01,K13,1,0.0,1.0,high
PKM-018,2023-02-01,K15,1,0.0,1.0,high
PKM-018,2023-03-01,K06,1,0.0,1.0,high
PKM-018,2023-03-01,K11,2,0.0,2.0,high
PKM-018,2023-03-01,K13,1,0.0,1.0,high
PKM-018,2023-04-01,K05,1,0.0,1.0,high
PKM-018,2023-04-01,K13,2,0.0,2.0,high
PKM-018,2023-04-01,K14,2,0.0,2.0,high
PKM-018,2023-04-01,K15,2,0.0,2.0,high
PKM-018,2023-04-01,K16,1,0.0,1.0,high
PKM-018,2023-05-01,K01,1,0.0,1.0,high
PKM-018,2023-05-01,K02,1,0.0,1.0,high
PKM-018,2023-05-01,K05,1,0.0,1.0,high
PKM-018,2023-05-01,K11,1,0.0,1.0,high
PKM-018,2023-05-01,K12,2,0.0,2.0,high
PKM-018,2023-05-01,K13,1,0.0,1.0,high
PKM-018,2023-06-01,K02,1,0.0,1.0,high
PKM-018,2023-06-01,K03,1,0.0,1.0,high
PKM-018,2023-06-01,K13,1,0.0,1.0,high
PKM-018,2023-06-01,K14,1,0.0,1.0,high
PKM-018,2023-07-01,K14,1,0.0,1.0,high
PKM-018,2023-08-01,K01,1,0.0,1.0,high
PKM-018,2023-08-01,K13,2,0.0,2.0,high
PKM-018,2023-08-01,K14,1,0.0,1.0,high
PKM-018,2023-09-01,K01,1,0.0,1.0,high
PKM-018,2023-09-01,K04,1,0.0,1.0,high
PKM-018,2023-09-01,K05,2,0.0,2.0,high
PKM-018,2023-10-01,K01,3,0.0,3.0,high
PKM-018,2023-10-01,K02,2,0.0,2.0,high
PKM-018,2023-10-01,K05,1,0.0,1.0,high
PKM-018,2023-10-01,K13,1,0.0,1.0,high
PKM-018,2023-11-01,K02,2,0.0,2.0,high
PKM-018,2023-11-01,K12,1,0.0,1.0,high
PKM-018,2023-12-01,K01,1,0.0,1.0,high
PKM-018,2023-12-01,K14,1,0.0,1.0,high
PKM-018,2023-12-01,K15,1,0.0,1.0,high
PKM-018,2024-01-01,K01,1,0.0,1.0,high
PKM-018,2024-01-01,K02,1,0.0,1.0,high
PKM-018,2024-01-01,K05,1,0.0,1.0,high
PKM-018,2024-01-01,K13,1,0.0,1.0,high
PKM-018,2024-01-01,K15,1,0.0,1.0,high
PKM-018,2024-02-01,K02,3,0.0,3.0,high
PKM-018,2024-02-01,K03,1,0.0,1.0,high
PKM-018,2024-02-01,K11,3,0.0,3.0,high
PKM-018,2024-03-01,K01,1,0.0,1.0,high
PKM-018,2024-03-01,K02,1,0.0,1.0,high
PKM-018,2024-03-01,K05,1,0.0,1.0,high
PKM-018,2024-03-01,K06,1,0.0,1.0,high
PKM-018,2024-03-01,K13,1,0.0,1.0,high
PKM-018,2024-03-01,K14,1,0.0,1.0,high
PKM-018,2024-04-01,K01,1,0.0,1.0,high
PKM-018,2024-04-01,K02,1,0.0,1.0,high
PKM-018,2024-04-01,K05,1,0.0,1.0,high
PKM-018,2024-04-01,K06,1,0.0,1.0,high
PKM-018,2024-04-01,K14,2,0.0,2.0,high
PKM-018,2024-05-01,K02,2,0.0,2.0,high
PKM-018,2024-05-01,K05,2,0.0,2.0,high
PKM-018,2024-06-01,K02,2,0.0,2.0,high
PKM-018,2024-06-01,K04,1,0.0,1.0,high
PKM-018,2024-06-01,K11,3,0.0,3.0,high
PKM-018,2024-07-01,K01,1,0.0,1.0,high
PKM-018,2024-07-01,K02,3,0.0,3.0,high
PKM-018,2024-07-01,K15,1,0.0,1.0,high
PKM-018,2024-08-01,K02,1,0.0,1.0,high
PKM-018,2024-08-01,K08,1,0.0,1.0,high
PKM-018,2024-08-01,K11,1,0.0,1.0,high
PKM-018,2024-08-01,K13,2,0.0,2.0,high
PKM-018,2024-08-01,K14,1,0.0,1.0,high
PKM-018,2024-09-01,K01,3,0.0,3.0,high
PKM-018,2024-09-01,K13,1,0.0,1.0,high
PKM-018,2024-10-01,K01,3,0.0,3.0,high
PKM-018,2024-10-01,K02,2,0.0,2.0,high
PKM-018,2024-10-01,K06,1,0.0,1.0,high
PKM-018,2024-10-01,K08,1,0.0,1.0,high
PKM-018,2024-10-01,K13,1,0.0,1.0,high
PKM-018,2024-11-01,K01,1,0.0,1.0,high
PKM-018,2024-11-01,K02,1,0.0,1.0,high
PKM-018,2024-11-01,K13,1,0.0,1.0,high
PKM-018,2024-11-01,K15,1,0.0,1.0,high
PKM-018,2024-12-01,K01,2,0.0,2.0,high
PKM-018,2024-12-01,K03,1,0.0,1.0,high
PKM-018,2024-12-01,K11,3,0.0,3.0,high
PKM-018,2024-12-01,K14,1,0.0,1.0,high
PKM-018,2025-01-01,K02,1,0.0,1.0,high
PKM-018,2025-01-01,K03,0,0.322,0.322,high
PKM-018,2025-01-01,K05,0,0.892,0.892,high
PKM-018,2025-01-01,K09,0,0.258,0.258,high
PKM-018,2025-01-01,K13,0,0.515,0.515,high
PKM-018,2025-01-01,K16,0,0.454,0.454,high
PKM-018,2025-02-01,K01,2,0.0,2.0,high
PKM-018,2025-02-01,K02,1,0.0,1.0,high
PKM-018,2025-02-01,K05,1,0.0,1.0,high
PKM-018,2025-02-01,K11,1,0.0,1.0,high
PKM-018,2025-03-01,K01,6,3.171,9.171,high
PKM-018,2025-03-01,K02,2,0.0,2.0,high
PKM-018,2025-03-01,K03,1,0.0,1.0,high
PKM-018,2025-03-01,K08,1,0.0,1.0,high
PKM-018,2025-03-01,K11,1,0.288,1.288,high
PKM-018,2025-03-01,K13,1,0.0,1.0,high
PKM-018,2025-03-01,K15,1,0.0,1.0,high
PKM-018,2025-04-01,K01,0,1.488,1.488,high
PKM-018,2025-04-01,K02,0,0.567,0.567,high
PKM-018,2025-04-01,K03,1,0.0,1.0,high
PKM-018,2025-04-01,K11,1,0.288,1.288,high
PKM-018,2025-04-01,K13,1,0.0,1.0,high
PKM-018,2025-04-01,K14,1,0.0,1.0,high
PKM-018,2025-05-01,K01,4,0.901,4.901,high
PKM-018,2025-05-01,K02,1,0.0,1.0,high
PKM-018,2025-05-01,K11,1,0.0,1.0,high
PKM-018,2025-05-01,K14,1,0.0,1.0,high
PKM-018,2025-06-01,K01,1,0.0,1.0,high
PKM-018,2025-06-01,K03,0,0.446,0.446,high
PKM-018,2025-06-01,K11,1,0.0,1.0,high
PKM-018,2025-06-01,K12,0,0.404,0.404,high
PKM-018,2025-06-01,K13,1,0.0,1.0,high
PKM-018,2025-06-01,K14,0,0.736,0.736,high
PKM-018,2025-07-01,K01,2,0.351,2.351,high
PKM-018,2025-07-01,K02,0,0.999,0.999,high
PKM-018,2025-07-01,K03,0,0.997,0.997,high
PKM-018,2025-07-01,K06,0,0.784,0.784,high
PKM-018,2025-07-01,K11,1,0.0,1.0,high
PKM-018,2025-07-01,K13,1,0.0,1.0,high
